GROUP,ID,VAT1,TXNDC5,TUBB4B,TOM1,TOLLIP,TMEM30A,TMC6,TCIRG1,SYNGR1,SVIP,STXBP2,STK11IP,SLPI,SLC27A2,SERPINB6,S100P,S100A9,RAB4B,RAB24,QSOX1,PYGB,PYCARD,PTPRN2,PTPN6,PTGES2,PSMC3,PSMB1,PSMA2,PRKCD,PPIE,PKP1,PGRMC1,PGM1,PFKL,PDXK,PDAP1,ORMDL3,NME2,NIT2,NDUFC2,NBEAL2,NAPRT,MVP,MLEC,MIF,METTL7A,MAN2B1,LTF,LRG1,LAMTOR1,LAMP1,JUNB,JUN,IMPDH2,IMPDH1,HSPA1B,HSPA1A,HMOX2,GUSB,GSTP1,GSDMD,GALNS,GAA,FUCA1,FOS,ENPP4,EEF2,DPP7,DNASE1L1,DNAJC5,DGAT1,DDOST,DBNL,CYBA,CXCL8,CTSH,CTSD,CST3,COMMD3,CKAP4,CEP290,CD59,CD14,CAT,CANT1,ATP8B4,ATP6V0C,APRT,APEH,AP2A2,ANPEP,AMPD3,ALDOC,ALDH3B1,AGPAT2,AGA,ACTR1B,ACAA1,ABCA13
A,67,0,0,334,17,45,14,45,16,0,55,103,42,69,9,179,105,102,5,33,10,48,4,26,29,36,41,126,20,0,44,0,31,0,83,81,61,4,1,0,1,97,0,33,56,11,29,0,0,0,84,41,94,48,68,0,32,51,13,30,93,5,17,0,33,44,50,252,0,1,84,0,15,53,6,176,8,313,114,0,0,22,13,0,50,12,0,72,61,41,76,0,79,0,284,64,19,14,0,278
A,68,5,25,85,15,3,35,7,26,1,30,41,17,56,14,12,54,170,4,12,18,26,8,7,42,12,24,49,54,3,10,1,5,24,30,34,25,6,24,37,6,2,0,13,70,2,37,5,2,10,16,17,34,58,36,0,5,0,14,30,32,4,15,5,5,130,84,107,3,6,57,4,18,33,2,180,11,78,28,6,1,77,21,7,9,10,16,25,0,11,10,4,36,4,31,0,0,2,17,472
A,69,0,2,12,1,0,10,4,2,0,8,3,2,12,7,1,3,3,0,1,5,2,2,6,3,0,2,8,19,17,0,0,5,1,3,5,2,0,7,9,1,4,1,8,9,1,13,4,0,2,5,2,15,9,7,0,12,4,0,2,8,1,2,4,8,4,9,41,1,2,4,0,2,8,7,4,5,21,20,2,1,10,37,0,4,4,5,9,0,4,2,12,12,0,22,2,1,0,6,254
A,70,0,0,36,0,0,6,0,0,0,0,7,0,16,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,9,1,0,4,27,0,3,0,0,8,0,0,0,2,0,0,0,0,12,5,0,2,0,4,2,0,5,0,3,0,0,0,0,5,12,0,0,1,0,2,0,1,1,2,4,10,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12
A,71,0,1,9,1,3,1,3,1,0,7,4,0,21,0,3,9,0,0,0,2,6,1,1,0,0,0,9,8,0,1,2,0,4,1,1,0,6,7,0,0,2,0,5,7,0,6,0,3,2,4,4,9,0,4,1,6,8,1,1,8,2,0,0,0,1,2,21,0,2,3,0,1,7,0,0,3,12,4,0,0,1,6,0,3,0,1,7,2,5,1,2,4,0,13,0,2,0,0,35
A,72,0,0,33,3,8,2,2,1,0,0,6,2,17,1,1,4,5,0,0,1,2,0,0,0,0,1,5,2,2,0,0,0,0,1,0,0,0,3,3,0,3,0,14,4,3,4,1,0,1,0,0,12,6,1,0,0,13,0,2,9,0,8,0,0,3,1,20,0,1,6,0,0,1,0,0,1,22,13,1,0,2,0,1,1,1,0,9,0,3,2,2,4,0,22,1,0,0,3,11
A,73,0,4,13,8,2,2,0,1,0,10,1,0,45,1,9,0,1,1,0,0,0,0,0,4,1,0,11,12,0,8,2,12,5,1,6,0,0,3,2,1,1,0,6,13,0,5,5,0,0,7,0,4,0,1,0,11,0,0,0,14,0,3,0,0,0,7,16,9,0,4,0,6,0,7,13,3,32,10,0,3,0,0,0,3,7,7,13,0,11,10,2,4,0,8,9,0,0,0,13
A,74,0,0,14,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,32,0,0,0,0,65,0,9,0,0,0,0,0,0,0,30,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A,75,9,25,16,5,0,8,0,0,0,0,0,0,19,0,4,1,58,0,0,4,0,0,1,0,0,8,1,40,3,0,0,11,0,1,3,0,0,15,5,0,3,0,20,2,0,23,6,0,0,18,0,5,17,0,0,27,25,1,0,21,0,4,1,0,13,0,88,0,0,5,0,0,27,11,32,0,28,49,0,0,0,2,7,0,0,9,0,0,2,45,3,4,0,18,0,0,2,13,101
A,76,0,0,0,0,0,1,1,1,0,6,0,1,37,3,4,35,6,0,0,0,0,0,0,2,0,0,29,22,0,1,0,3,2,0,1,1,0,4,3,0,0,0,3,3,0,4,0,2,0,0,0,2,4,2,0,0,9,1,0,3,0,1,0,2,3,3,2,0,0,0,0,0,3,0,10,2,4,2,4,0,0,14,0,2,1,3,1,0,1,1,0,1,0,2,0,3,0,2,11
A,77,2,6,14,11,7,7,0,15,0,3,3,2,56,8,5,1,2,0,7,3,0,3,4,4,0,4,11,24,33,1,0,4,3,9,15,0,1,11,3,1,7,1,12,6,6,20,7,3,0,13,14,9,10,2,7,15,12,0,2,6,0,0,1,3,1,6,80,0,1,6,0,4,15,1,4,12,35,18,1,3,3,1,2,1,1,23,32,0,11,4,0,7,1,8,0,2,0,5,43
A,78,1,7,16,0,1,29,0,1,0,11,5,0,10,22,21,5,3,1,2,3,0,0,0,1,1,3,14,29,0,1,1,7,4,0,9,0,1,9,12,4,0,0,9,30,0,10,0,2,0,11,3,0,8,2,0,10,0,1,6,0,0,6,0,5,7,31,19,0,0,3,0,2,0,0,5,5,2,3,1,7,19,16,3,6,3,8,3,1,0,4,0,8,0,14,2,1,0,21,425
A,79,0,0,3,2,1,0,0,0,0,5,0,0,9,1,0,0,1,0,0,0,0,1,0,3,0,0,2,14,1,1,0,1,0,0,4,0,0,1,0,2,4,0,0,5,1,4,1,0,0,0,0,4,0,2,0,1,1,0,7,0,0,0,0,3,1,2,8,0,1,3,0,3,2,2,1,1,2,6,0,0,6,1,1,1,0,1,5,0,0,1,0,0,1,0,0,0,0,3,83
A,80,0,5,1,0,1,13,1,0,0,7,1,0,12,2,0,0,2,0,0,0,1,0,1,0,0,6,13,19,0,1,0,1,0,0,2,4,0,0,15,6,1,0,0,7,0,13,0,1,0,2,0,0,10,0,0,2,0,0,2,0,0,3,0,6,6,20,6,1,0,1,0,5,4,0,1,5,0,0,5,1,30,7,0,1,0,5,0,0,0,0,0,11,0,2,0,4,0,3,311
A,81,0,3,14,4,3,1,1,6,0,3,1,1,7,1,3,3,5,1,0,1,0,3,1,8,1,2,6,12,16,2,1,2,1,2,6,0,0,6,2,0,0,0,6,10,0,3,0,2,2,2,0,4,2,6,1,15,0,0,0,9,2,2,1,0,2,1,20,0,2,6,0,1,5,4,5,1,16,7,0,2,9,11,0,1,1,1,4,0,1,2,5,7,4,9,1,1,1,0,24
A,82,0,7,224,25,5,1,0,0,4,27,22,12,30,0,17,1,88,0,0,24,2,3,0,47,0,19,7,2,0,4,0,0,0,46,33,24,6,12,7,0,32,0,14,9,10,7,0,0,2,0,0,54,0,3,0,14,0,2,0,149,6,12,15,0,50,16,138,1,5,14,0,0,10,8,16,1,50,36,4,0,10,25,0,14,0,0,13,6,12,0,4,10,0,55,0,0,6,10,110
A,83,0,37,15,10,3,10,2,3,0,31,1,0,10,0,29,7,8,0,0,1,0,4,0,11,14,6,9,32,3,3,3,0,0,0,22,0,4,9,13,5,14,0,0,29,0,5,7,0,1,18,0,6,19,26,1,35,0,1,8,31,1,1,10,7,13,23,25,0,0,2,0,1,31,0,30,21,38,37,0,0,57,6,0,4,0,1,20,0,2,0,4,1,3,30,0,15,0,0,98
A,84,1,6,74,14,9,19,4,8,0,9,7,0,48,2,11,0,25,0,0,13,4,4,0,17,1,9,26,16,1,0,0,5,7,10,14,0,0,3,8,0,20,2,21,11,4,8,22,6,0,8,5,9,1,7,8,14,5,6,3,54,0,2,11,25,8,18,121,3,2,14,0,1,25,3,2,5,128,32,0,3,3,8,10,7,7,3,24,1,15,10,7,15,1,25,1,0,3,1,88
A,85,0,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,51,0,0,76,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,32,0,0,0,0,33,0,6,0,0,0,0,270
A,86,0,3,14,1,4,17,0,1,0,21,13,0,21,114,0,0,1,0,11,4,0,0,0,0,0,0,14,13,0,34,0,1,0,0,4,0,1,0,4,1,14,0,3,24,0,36,0,0,8,0,4,0,11,14,0,8,6,0,5,6,0,0,0,22,3,105,3,0,0,2,2,0,13,0,1,1,1,5,0,0,127,65,0,12,0,2,1,0,0,8,0,116,0,10,0,3,0,55,1399
A,87,10,11,47,25,14,14,21,78,0,7,53,1,36,11,15,10,45,7,13,13,3,17,7,40,6,20,27,76,21,18,1,6,11,8,36,3,3,13,15,3,32,0,48,33,10,22,30,3,3,16,20,49,42,14,11,45,68,6,22,21,10,3,5,5,52,34,131,4,7,27,0,11,58,31,49,33,114,63,11,14,23,24,11,7,4,22,89,1,20,36,15,64,8,46,5,0,3,9,237
A,88,5,5,16,5,4,8,0,4,0,12,10,0,27,4,1,5,15,0,0,0,6,3,5,7,3,4,11,8,2,5,2,0,4,1,9,2,0,1,9,2,3,0,9,21,0,19,0,0,0,6,6,18,0,4,1,5,7,0,7,0,0,3,3,7,8,13,14,1,0,2,2,3,12,1,29,6,35,24,4,5,4,55,0,3,0,7,11,2,4,6,12,12,0,20,0,0,2,0,229
A,89,0,11,17,6,4,2,0,0,0,4,1,3,36,6,2,5,23,0,2,6,3,0,0,0,0,2,7,19,9,4,0,0,0,0,27,4,0,6,0,6,19,11,15,9,0,2,9,0,1,7,2,11,0,6,0,15,5,0,8,0,0,5,5,5,5,16,40,1,1,5,0,6,3,3,7,5,105,18,0,6,5,20,0,2,2,0,7,0,0,6,13,8,0,20,1,0,2,10,46
A,90,0,17,55,7,6,10,0,6,0,25,16,7,50,9,16,15,32,1,3,2,18,7,0,18,1,10,26,76,0,15,0,17,9,12,8,6,0,8,14,4,0,0,28,33,0,44,9,0,3,10,6,18,13,9,4,22,12,4,4,78,3,3,2,29,9,35,91,1,2,23,0,3,19,2,50,9,72,56,5,6,34,21,0,11,3,17,21,0,5,11,7,40,1,44,4,10,5,22,570
A,91,1,0,19,5,0,5,2,5,0,13,5,0,22,5,4,1,18,0,0,3,0,1,0,3,0,0,4,21,7,2,0,8,3,7,0,0,0,18,6,0,0,0,0,7,0,4,0,0,2,0,0,27,9,0,0,14,0,3,8,18,7,0,9,0,9,0,18,0,0,18,0,0,13,7,6,6,49,25,0,0,0,0,2,3,0,6,12,0,10,3,0,15,0,13,0,4,0,5,69
A,92,0,0,5,1,0,0,2,0,0,8,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,1,12,0,1,0,2,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,6,0,0,0,0,9
A,93,1,0,40,10,0,3,8,1,1,2,13,0,14,1,3,5,23,0,4,0,11,1,2,18,0,8,20,34,0,15,0,10,0,3,15,4,1,20,6,1,0,7,12,4,2,0,3,6,1,5,5,4,11,12,0,27,0,7,12,39,0,0,8,0,10,12,108,6,0,16,0,0,20,3,0,13,122,34,9,6,4,2,12,6,3,0,11,1,9,15,16,11,0,73,1,3,0,7,92
A,94,0,3,73,1,5,5,8,7,0,16,11,1,37,4,1,15,26,8,9,4,8,8,4,12,9,7,10,17,2,3,2,4,7,6,8,2,1,13,6,1,26,5,13,14,5,12,8,0,0,11,6,21,4,7,4,24,0,9,2,27,3,2,1,3,19,4,143,5,0,9,2,3,4,4,13,6,42,26,11,1,10,23,0,8,8,11,12,5,10,5,10,10,0,54,2,0,4,1,240
A,95,0,33,20,4,0,17,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,33,0,32,0,13,0,44,81,0,0,0,0,0,17,0,45,17,0,0,37,0,68,0,0,0,0,0,0,0,24,3,0,15,0,0,0,0,29,0,94
A,96,0,0,19,0,0,0,0,0,0,77,0,0,31,0,0,0,0,0,0,3,0,0,16,0,0,0,4,16,0,0,10,0,3,0,2,1,0,0,0,0,0,2,14,13,0,8,0,0,1,0,8,0,0,0,0,0,4,1,0,0,0,0,0,0,0,10,129,0,0,2,0,0,0,0,0,0,15,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,167
A,97,0,38,7,0,0,38,0,0,0,60,33,0,42,13,46,27,144,0,31,0,21,10,0,23,0,46,57,133,0,9,0,8,0,5,8,3,5,22,15,5,4,0,13,83,0,14,0,26,5,6,25,0,25,13,0,62,0,7,14,45,0,0,0,9,22,63,115,0,0,17,0,15,16,0,216,33,33,28,0,2,22,36,4,0,0,61,6,9,1,30,0,21,12,0,0,10,0,29,381
A,98,5,5,63,21,2,13,1,12,0,6,13,10,134,21,2,1,0,2,3,7,5,6,1,7,0,4,7,12,3,0,2,7,4,15,12,0,0,5,4,0,4,6,7,22,7,13,15,2,1,7,13,7,4,19,0,12,0,0,9,48,4,1,7,18,5,22,114,1,1,7,0,4,0,2,0,5,58,28,2,1,3,24,10,9,0,27,24,15,15,1,20,10,4,44,1,2,0,4,133
A,99,0,3,30,0,4,5,4,26,0,8,5,0,8,0,0,0,56,1,0,7,6,3,0,3,1,0,0,2,0,2,0,0,6,0,10,0,1,34,0,9,2,0,4,20,0,3,0,0,10,5,0,37,0,4,1,7,0,19,2,9,4,6,0,7,9,20,35,0,0,12,0,11,7,4,24,0,38,6,0,0,0,12,0,11,7,2,33,0,5,22,0,16,0,49,0,2,0,2,57
A,100,0,0,34,0,0,15,0,2,0,0,0,32,7,0,0,11,13,0,0,0,3,0,40,0,0,0,0,49,26,19,0,0,27,0,0,3,0,0,19,16,11,0,0,0,0,0,0,0,1,25,0,0,18,39,0,0,6,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,44,0,23,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,179
A,101,9,12,45,39,0,23,10,31,0,20,77,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,49,42,0,1,7,0,12,0,1,0,0,17,2,0,0,18,12,1,1,0,0,0,11,0,2,0,19,9,12,0,0,11,0,0,0,38,0,0,22,22,5,0,33,98,0,15,0,16,14,0,0,54,0,0,0,0,44,0,0,18,4,0,3,0,291
A,102,23,54,26,2,11,32,0,27,2,55,46,61,38,0,29,1,99,0,0,30,12,33,0,90,0,43,0,47,4,2,0,0,9,2,20,56,2,30,2,14,16,15,7,6,8,46,32,0,2,51,5,48,9,10,0,3,71,4,44,199,1,19,0,0,1,0,349,18,0,4,0,22,45,2,36,56,108,65,6,2,0,12,0,17,0,49,37,6,0,17,46,0,88,16,0,0,0,8,80
A,103,16,11,102,37,18,40,21,163,1,6,42,10,195,48,2,20,49,3,22,34,22,4,4,53,5,7,18,16,0,15,1,14,10,23,68,9,4,11,35,9,56,5,51,21,0,53,21,0,5,29,40,124,172,28,0,143,146,10,17,27,10,19,18,15,394,34,124,14,4,29,10,10,48,31,156,50,296,67,12,27,38,39,9,8,4,24,132,1,15,23,21,83,3,181,1,6,14,34,327
A,104,4,0,42,7,1,4,0,3,2,2,13,2,15,11,2,3,4,0,0,3,3,2,2,10,1,5,10,12,6,5,0,1,5,0,7,1,1,2,10,0,1,0,6,16,0,39,6,5,3,3,3,3,8,1,0,6,16,0,0,3,1,5,0,1,6,27,28,4,0,0,0,2,14,6,15,7,14,7,1,3,18,23,0,2,1,0,7,0,0,5,6,8,1,16,2,1,0,24,281
A,105,4,0,72,4,1,2,0,3,3,1,10,13,23,0,0,6,7,1,1,3,3,1,2,13,1,2,4,20,0,1,0,0,3,2,2,0,6,2,0,2,9,0,8,2,1,5,1,13,0,4,5,12,4,5,0,9,0,0,0,18,0,4,0,0,11,1,46,0,1,13,2,3,15,0,16,3,26,2,0,1,0,4,1,1,2,1,2,5,9,1,4,6,1,18,0,0,4,2,13
A,106,0,4,74,8,8,7,7,14,0,3,4,4,37,2,0,1,17,2,0,6,5,2,4,10,0,0,12,7,0,4,0,2,0,4,18,0,0,3,2,5,2,2,7,9,3,7,11,2,6,7,8,25,5,11,1,22,9,0,10,27,3,4,3,5,7,12,73,0,0,7,1,3,18,1,13,10,44,57,0,0,7,11,3,3,3,5,24,0,5,4,13,16,2,37,0,6,0,7,226
A,107,0,0,44,0,24,0,0,0,3,0,0,30,20,0,0,13,1,17,6,1,3,0,8,0,0,0,0,35,0,0,0,0,66,0,11,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,10,5,0,0,0,2,0,0,2,0,1,0,0,2,0,4,0,0,4,0,0,0,10,0,0,0,0,38
A,108,0,2,46,0,3,0,0,0,0,22,16,6,6,0,2,34,1,0,0,0,22,0,4,0,0,0,13,25,3,0,0,11,8,10,11,8,10,6,5,5,0,0,10,1,0,0,0,0,1,0,3,0,0,0,0,16,0,0,0,15,1,4,0,0,0,0,86,0,13,7,0,0,1,8,0,1,15,9,1,0,3,11,0,8,0,1,3,0,0,0,0,8,0,13,0,0,0,5,39
A,109,8,0,445,45,9,71,11,86,13,29,59,39,150,151,60,38,12,7,8,29,27,4,30,55,9,5,73,50,44,43,0,36,9,17,82,27,13,30,38,7,192,31,119,87,9,231,10,0,0,20,39,14,28,22,0,111,0,26,23,136,25,61,15,62,0,133,251,39,0,31,14,18,126,53,5,63,193,53,7,31,122,155,0,16,2,33,61,0,67,44,63,113,9,364,21,32,0,38,2067
A,110,16,6,47,15,11,10,12,24,1,1,9,4,154,18,10,16,20,1,14,9,10,4,8,17,2,4,35,26,9,4,3,14,13,3,18,4,0,11,17,0,10,9,16,39,0,37,5,9,9,12,21,6,15,8,0,49,40,3,10,45,0,5,9,17,32,49,62,1,2,6,6,2,13,10,71,8,116,45,10,5,12,23,7,15,5,10,40,0,29,8,22,39,0,62,3,1,2,7,483
A,111,0,0,0,31,0,37,0,0,0,0,0,0,0,0,0,0,11,0,0,0,50,0,0,0,0,0,9,0,0,21,0,0,0,0,0,0,0,7,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,17,0,0,0,0,0,0,50,32,28,0,18,0,106,0,0,0,0,0,49,0,0,15,0,0,0,0,0,0,0,0,8
A,112,15,17,463,32,30,48,0,17,10,72,65,49,103,25,62,35,142,11,0,27,16,15,1,108,11,8,25,42,4,22,4,38,27,19,68,4,8,82,22,17,24,4,113,69,4,62,74,0,17,36,52,62,37,30,2,173,5,51,11,249,22,21,0,24,7,23,369,8,2,41,0,10,64,10,83,43,252,171,19,1,5,34,1,3,22,26,41,1,26,76,21,77,8,305,19,2,19,45,301
A,113,7,9,7,3,2,15,0,0,0,5,0,0,22,1,10,1,7,0,0,0,0,0,0,4,0,4,6,7,0,6,0,5,4,0,1,0,0,2,5,2,0,0,0,16,0,14,0,6,0,0,0,0,1,1,0,0,5,2,1,0,0,0,0,1,1,11,4,0,0,0,2,0,1,1,7,2,1,3,0,0,5,4,0,1,0,2,2,0,0,3,0,10,0,1,0,2,0,0,25
A,114,10,7,187,37,50,8,12,19,0,18,68,7,115,4,34,30,56,3,7,10,8,21,10,100,7,18,45,52,2,10,0,4,16,36,53,4,8,21,12,7,4,16,52,12,7,29,36,3,6,41,9,80,37,12,9,64,0,5,6,134,30,7,16,14,16,39,268,5,9,27,0,12,85,34,3,23,225,125,10,4,11,32,8,9,5,9,135,6,34,37,13,39,4,184,8,5,3,11,84
A,115,0,4,58,0,4,13,8,4,0,6,10,4,58,4,0,5,2,6,0,1,3,0,0,11,1,6,0,3,0,2,3,14,0,14,15,1,0,6,0,1,24,2,4,15,3,14,13,6,0,11,2,1,0,1,1,10,0,0,2,51,1,0,1,0,3,3,54,0,0,4,0,8,5,9,2,5,30,18,0,2,7,9,6,14,11,13,14,0,3,6,17,4,1,38,0,1,0,1,168
A,116,62,150,466,90,33,224,18,4,3,204,85,0,271,29,47,152,60,6,0,5,102,114,21,123,0,88,137,138,27,37,16,46,103,10,202,127,17,199,16,60,35,72,183,129,11,134,39,0,0,91,0,34,110,43,0,53,52,52,0,336,33,14,18,0,45,99,964,0,26,63,12,35,32,49,40,48,191,128,10,0,129,0,56,18,8,32,74,0,63,105,12,221,0,228,18,35,0,55,436
A,117,2,1,70,14,6,5,8,29,1,4,13,4,47,10,0,3,30,3,2,13,2,3,10,14,2,3,10,12,1,7,3,4,6,10,16,2,2,5,4,0,37,3,16,18,3,14,3,0,3,6,8,38,37,10,6,47,41,3,2,27,5,13,1,4,45,17,75,2,1,11,0,2,9,4,24,6,29,20,2,5,4,28,4,4,1,6,27,1,8,12,3,12,3,38,0,5,1,11,244
A,118,5,0,56,30,0,39,0,37,0,25,23,8,130,16,8,32,217,4,28,25,10,0,4,4,0,11,2,0,33,9,0,7,4,10,8,8,0,0,0,0,8,2,38,15,7,20,15,4,10,4,13,59,120,5,0,0,61,7,3,20,3,11,4,3,182,33,88,0,8,28,2,8,29,19,889,23,18,22,5,26,36,140,13,0,23,7,20,0,12,1,47,47,0,78,12,5,0,13,721
A,119,1,3,4,17,0,4,6,27,0,0,63,0,5,0,4,1,304,0,74,1,9,0,0,21,2,0,3,20,5,0,0,0,0,13,6,2,0,4,4,0,0,9,30,10,0,11,0,0,9,0,9,118,9,11,4,7,13,3,4,9,5,4,1,0,175,4,9,0,0,11,0,0,15,5,114,6,12,19,0,1,3,9,29,2,11,8,5,0,0,3,21,15,0,9,0,1,1,9,113
A,120,19,17,207,6,34,52,52,35,9,59,76,14,120,11,64,106,37,6,13,18,56,32,11,52,16,60,54,70,0,32,19,16,36,44,121,31,23,49,41,12,134,19,187,83,18,23,36,0,1,17,30,62,129,36,4,222,200,32,30,217,2,12,11,5,141,52,531,6,0,63,0,13,68,9,21,75,231,66,5,29,4,15,0,12,13,17,34,1,53,37,88,57,4,209,7,12,19,26,497
A,121,0,27,102,23,10,20,0,0,0,44,8,0,73,21,75,54,10,0,3,6,13,7,3,6,0,43,29,42,9,17,7,25,0,11,57,41,8,20,21,35,8,4,58,58,1,47,18,11,0,24,16,7,15,42,1,41,0,3,11,129,17,1,11,8,9,24,301,0,2,29,0,8,31,0,30,12,38,26,30,14,65,73,0,6,6,16,8,2,29,13,11,38,0,96,7,1,11,14,245
A,122,1,3,8,1,4,2,3,6,0,1,11,3,16,1,9,1,0,0,2,3,4,0,1,13,0,6,10,31,1,2,0,2,2,3,2,1,0,2,2,1,7,0,5,6,2,2,5,6,0,0,3,9,17,3,0,2,2,0,0,8,3,2,1,3,1,8,35,0,0,6,0,2,2,3,5,5,29,10,3,4,6,5,4,3,0,5,23,0,1,3,2,5,0,5,0,1,0,0,21
A,123,3,12,41,3,1,36,0,2,0,15,7,0,27,10,0,0,0,0,0,8,11,4,10,0,0,8,3,16,0,5,0,8,0,0,15,4,0,10,32,4,3,0,5,27,0,31,2,0,0,4,3,0,4,1,0,9,0,4,0,9,1,5,0,21,1,40,26,0,0,6,0,1,7,0,1,7,11,9,4,0,14,12,1,7,6,11,5,0,3,6,2,10,0,25,2,0,1,8,642
A,124,0,0,76,0,0,98,0,0,0,0,0,0,9,0,22,0,0,0,48,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,136,19,0,0,0,0,0,0,0,0,0,0,0,0,326
A,125,3,22,67,13,17,21,10,1,0,35,12,0,178,15,21,24,10,0,0,1,8,12,5,17,1,12,36,44,0,20,1,19,0,12,10,0,0,18,22,0,8,3,18,28,0,36,0,17,6,28,1,21,0,21,0,0,19,4,2,45,0,23,8,36,10,35,122,0,0,2,0,4,23,3,27,4,69,36,1,11,4,0,13,4,12,5,26,0,13,8,4,17,8,50,0,0,0,6,144
A,126,25,0,75,295,21,89,46,422,0,15,218,15,30,1,0,66,3378,12,227,103,11,60,15,416,1,10,21,31,77,10,0,3,16,19,60,59,7,17,30,4,277,12,167,13,9,17,66,11,255,55,77,3111,113,10,96,83,229,22,19,79,61,29,62,6,4166,16,188,11,21,106,18,10,247,186,8802,26,397,198,3,64,12,59,491,21,50,90,132,3,25,30,555,111,1,42,7,10,1,35,195
A,127,0,3,0,4,0,0,0,0,0,5,1,1,7,0,9,2,1,0,0,0,0,0,0,0,0,6,2,6,0,0,0,7,5,0,9,4,0,0,10,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,3,1,0,5,2,0,0,0,0,5,4,0,0,5,0,0,0,0,2,0,7,0,0,0,0,37,0,0,0,0,0,0,1,1,3,6,0,0,0,0,0,0,16
A,128,4,27,11,1,5,37,0,1,0,18,4,0,63,8,10,35,42,0,2,3,7,6,0,17,3,8,39,51,9,4,1,15,10,7,12,18,2,20,14,12,0,6,10,25,0,29,9,7,1,7,18,2,11,18,1,4,5,1,16,6,3,0,6,18,5,19,172,2,1,6,0,6,9,2,18,17,38,29,5,4,17,20,3,7,9,7,6,0,4,2,9,13,4,3,1,3,2,6,113
A,129,12,3,182,34,9,23,14,65,0,3,25,29,63,14,22,14,3,10,4,13,16,2,9,12,7,1,11,7,3,10,5,3,3,24,30,10,7,9,34,4,110,9,50,71,13,86,13,2,0,21,10,17,19,11,3,45,14,4,5,56,3,30,10,23,26,103,97,21,12,16,1,20,37,18,3,23,134,41,3,6,20,68,0,8,7,11,31,6,26,14,88,34,0,191,12,4,8,48,1090
A,130,0,0,108,17,11,1,0,6,0,10,11,0,8,12,9,0,39,67,6,1,0,9,0,3,0,0,7,185,0,66,0,0,6,11,18,0,3,21,3,0,0,0,13,1,0,0,9,22,0,25,38,9,15,10,0,1,35,18,20,108,52,0,0,8,1,0,126,16,5,41,0,0,8,6,0,25,87,22,0,26,2,28,0,26,0,45,76,17,32,15,16,11,18,118,0,0,0,5,35
A,131,5,12,132,8,8,12,0,6,4,24,0,5,34,2,10,3,30,0,0,2,6,0,3,21,1,3,10,19,0,0,0,5,11,12,21,7,3,0,0,15,12,1,29,17,18,7,5,0,3,19,0,19,4,3,1,14,11,0,5,39,3,0,0,2,7,9,48,0,1,16,0,5,23,0,35,0,42,15,0,4,0,10,0,6,1,0,23,0,16,8,6,5,0,94,0,0,0,0,65
A,132,1,2,37,3,1,11,3,2,0,3,4,2,86,2,13,7,17,0,7,8,4,4,4,8,3,5,8,13,0,1,2,4,3,1,19,2,0,11,6,4,4,1,10,14,0,9,4,1,8,7,10,12,12,7,0,43,23,1,2,24,0,1,1,2,21,5,105,1,0,11,0,2,12,0,3,3,27,16,2,6,12,11,0,3,4,7,1,0,15,3,4,8,2,24,0,0,0,8,98
