Gene Symbol	ABCA1	CCL2	CCL20	CCL22	CCL4	CCL7	CCRL2	CD274	CD44	CD83	CEACAM1	CEACAM6	CEACAM8	CHI3L1	CLEC5A	CXCL1	CXCL16	CXCL2	CXCL3	CXCL8	DOCK4	EDN1	EGR1	EGR3	EREG	F3	FFAR2	FURIN	GYPA	GYPB	HBEGF	ICAM1	IFNG	IL10	IL1A	IL1B	IL1R1	IL1RAP	IL1RN	IL6	MMP1	MPP1	NFKB1	NLRP3	NR4A3	OSM	RAB13	RIPK2	SDC2	SEMA6B	SLC7A5	SPHK1	SUCNR1	THBS1	TNF	TREM1	TRIB1	ABCA13	ACOD1	ADGRG3	ANXA3	AREG	ARG1	AZU1	BPI	C3AR1	CAMP	CD177	CD55	CD63	CDK1	CDKN1A	CRISP3	CTSG	CYSTM1	DEFA4	ELANE	FCAR	FOSL1	GPR84	HBD	HBM	HBQ1	INAVA	LCN2	LGALS3	LRG1	LTF	MCEMP1	MGAM	MMP8	MMP9	MPO	OLFM4	OLR1	PDE4B	PGLYRP1	PLAU	PLAUR	PPIF	PTGS2	PTX3	RETN	RNASE3	S100P	SERPINB10	SLC2A3	SLC7A11	SLPI	SNCA	SOD2	TCN1	TNFAIP3	TNFAIP6	ZC3H12A
COVID19	11,56224	2	0	3,70044	7,794416	0	7,108524	10,25148	13,44966	7,330917	10,87037	11,22521	12,37531	12,01924	9,407268	9,856425	10,78463	4,807355	4,247928	11,96975	7,774787	1	8,661778	2,321928	5,459432	3,321928	13,35315	12,54762	8,700439	8,550747	4,169925	10,79116	4,087463	6,303781	0	11,87997	10,34207	10,25974	12,74483	0	5,754888	12,40301	11,29921	10,20212	1,584962	9,022367	9,851749	8,661778	3,807355	4,392317	7,787902	7,159871	8,442944	8,864186	8,103288	12,94544	10,88341	9,42836	0	13,31118	13,28251	4	11,63027	9,834471	12,70412	10,89936	13,09935	10,85331	13,3461	13,65933	8,23362	9,634811	11,36194	12,06878	11,91027	12,95365	9,754888	12,34402	4,321928	7,870365	12,79726	6,741467	5,78136	6,266787	13,16129	11,2396	12,75301	14,5629	13,19845	13,53807	13,27248	12,99788	12,35011	13,60791	9,659996	10,73556	11,36578	7,807355	11,65195	11,74651	10,71425	8,47978	10,46761	12,1796	11,9737	8,199673	14,62268	6,629356	13,94123	10,79279	15,96104	11,73809	11,35975	11,30777	9,627534
COVID19	10,19106	2,321928	4,087463	2	8,839204	0	8,134426	8,60733	13,06508	6,459432	10,52258	5,285402	6,022368	9,805744	6,930737	8,761551	10,26913	3,584963	3,169925	8,696967	6,988685	5,357552	10,50581	5,672425	5,554589	2,321928	13,11504	12,43202	3,321928	2,321928	5,807355	10,57837	7,741467	7,741467	0	10,61471	9,854868	9,379378	12,62342	2,807355	3,906891	11,59339	10,58496	9,541097	1,584962	10,32305	8,882643	8,658212	6	8,912889	9,330916	8,527477	4,857981	11,55219	7,011227	12,62958	11,68256	4	1	13,23032	12,1671	7,599913	12,85837	3,807355	7,768184	13,26942	10,39232	12,20671	13,42849	13,96235	8,933691	10,96073	8,022367	3,459432	11,31572	5,392317	5,807355	11,85448	5,643856	8,113742	8,361944	4,643856	3,459432	5,357552	9,513727	11,0396	12,99418	9,375039	13,56236	12,9348	8,748193	13,92833	6,70044	7,139551	1	9,862638	10,4625	3,70044	11,04781	11,09869	10,43463	6,321928	10,83526	10,42731	13,4516	5,087463	14,05002	5,882643	10,14211	8,768185	14,98192	7,294621	11,30435	11,61471	8,994353
COVID19	8,948367	5,807355	0	1,584962	10,10329	0	6,266787	9,481799	13,01542	8,011228	9,61471	6,189825	4,584962	9,537218	6,442944	9,224002	9,773139	3,584963	5,357552	12,54279	7,409391	4,459432	8,804131	6,554589	3	2	13,86776	11,36085	2,584963	1,584962	4,70044	10,37504	6,643856	4,247928	0	11,02583	7,483816	8,519636	12,52699	1,584962	4,643856	10,85409	10,77726	9,182394	2,584963	9,278449	6,459432	9,033423	4,321928	3,906891	8,252666	7,629356	5,209454	8,471675	8,495855	12,80151	10,6027	2,584963	0	12,14752	10,20579	3,321928	7,076816	3,169925	5,78136	11,82416	9,197217	8,179909	11,34096	12,67154	7,741467	9,461479	4,754888	3,906891	10,0182	5,321928	2,584963	9,731319	3,169925	6,33985	6,37504	5,584962	4,169925	3,321928	8,33985	10,36523	11,97692	7,693487	9,627534	11,08547	4,169925	10,12283	5,97728	3,584963	2	10,91886	9,58684	4,247928	11,17929	11,32755	11,3537	5,285402	6,569856	4,70044	11,32136	3	13,07464	5,357552	9,388018	8,016809	15,13903	6,266787	10,90313	10,45018	9,485829
COVID19	12,16113	2,584963	1,584962	3,459432	8,40088	0	7,83289	7,97728	13,19229	6,209454	11,04985	7,870365	8,257388	12,544	10,18115	10,68912	10,85019	3,807355	3,321928	13,66356	8,271463	4	10,68475	7,693487	5,169925	3,321928	12,61356	11,73556	1	3,321928	5,247928	10,58496	5	6,022368	1	10,29002	10,74231	9,890265	12,18084	1,584962	4	11,7402	10,70044	9,867279	1	9,698705	7,044394	8,857981	4,70044	5,209454	7,918863	7,044394	6,942514	8,689998	7,936638	13,39178	12,27205	5,954196	0	13,08215	12,35535	1,584962	9,768185	5,169925	9,831307	11,2125	10,61195	10,67154	13,15498	12,78607	7,366322	9,805744	8,303781	6,37504	10,50283	8,022367	4,087463	11,90914	3,459432	6,857981	8,262094	2,321928	1	3,807355	9,087462	10,21189	12,21856	10,88417	12,25119	14,19522	9,744834	13,52454	7,988685	8,108524	4,807355	11,12864	9,710807	7,011227	11,95274	10,73556	13,07548	6,426265	7,507795	7,219169	13,67651	5,882643	14,24526	6,442944	10,19353	9,748193	15,67408	8,438792	10,90388	11,01402	8,33985
COVID19	6,714245	4,169925	2	4,90689	9,167418	0	5,727921	7,087463	12,52723	8,038919	8,810572	5,857981	6,247928	11,68256	6,149747	10,44501	9,865733	3,169925	1,584962	11,94215	6,209454	1	10,06878	6,686501	1	2,584963	13,71757	11,37341	0	0	3,321928	10,04576	6,066089	4	0	9,505812	6,491853	8,523562	11,12153	2,321928	2	10,93884	8,813781	8,968667	3,459432	8,312883	7,312883	7,562243	5,584962	3,169925	5,209454	8,144658	3,321928	7,451211	8,930737	13,02583	10,45224	2,584963	0	12,35232	8,717676	2,584963	4,90689	4,954196	6,643856	10,04166	9,505812	4,70044	10,52454	13,37055	4,90689	9,794415	5,807355	4,754888	10,50779	6,61471	4,392317	8,636624	3,169925	3,169925	5,491853	5,643856	5,78136	4,321928	8,994353	10,39874	11,85759	9,381543	9,583083	10,51076	4,169925	10,66178	6,523562	6,108524	1	10,10983	11,08879	5,584962	10,53722	11,41574	11,38586	4,459432	8,189824	7,442944	13,72089	3,70044	12,34346	5,459432	10,93295	7,665336	15,44168	6,807355	8,290019	7,721099	7,285402
COVID19	10,12412	0	3,906891	2,584963	8,134426	0	7,285402	9,726218	12,37775	4,90689	11,42154	8	8,144658	11,3864	7,592457	8,434628	10,78054	1,584962	0	7,982994	7,118941	4,321928	3,321928	1	2,807355	1,584962	13,8012	12,44035	3,584963	3,70044	4	10,33316	4,584962	5,285402	1	10,47978	10,99294	10,29577	12,33985	1	3,459432	11,56272	10,33204	9,712527	0	9,649256	6,930737	7,741467	1,584962	6,228819	7,392317	7,546895	4,584962	8,294621	5,554589	13,53102	10,86651	5,087463	0	14,59053	13,37436	5,357552	13,19291	6,303781	8,546894	12,1453	9,88722	15,1126	13,50209	14,06987	6,988685	8,991522	8,022367	8,108524	12,51496	9,471675	6,918863	12,17586	2,321928	6,475733	8,686501	5,459432	4,90689	3,459432	10,11114	8,527477	14,29426	10,65553	14,27816	13,52258	9,688251	13,00334	8,038919	9,087462	5,044394	9,60177	10,33651	6,857981	11,21977	11,30606	8,348728	5,392317	7,924812	8,515699	14,30371	5,285402	14,35879	5,754888	12,25562	7,599913	15,59526	7,748193	11,69262	10,89633	9,139551
COVID19	8,78136	1	2	2	8,199673	0	7,149747	6,209454	12,44837	6,409391	10,59805	11,49386	12,46531	11,89595	8,73471	9,903882	10,51471	4	3,459432	10,01959	6,247928	3,584963	9,837628	4,643856	4,087463	0	11,97871	12,24436	4,459432	4	4,392317	9,808964	4,857981	6,022368	0	9,717676	10,09803	9,290019	11,01402	1	7,546895	11,7789	9,997179	9,357552	3	9,675957	10,10722	8,379378	5	4,70044	8,276124	7,774787	7,912889	11,30891	6,228819	12,89992	10,78218	9,116343	0	13,72035	12,74294	6,189825	13,16129	11,46046	12,53843	12,59502	13,58238	13,63538	12,90482	13,78392	7,864186	10,50581	11,54689	11,52356	11,91588	13,17149	11,24139	11,13378	4,857981	7,84549	9,403012	6,33985	5,247928	6,149747	14,67943	11,10066	13,10689	15,65963	12,76051	13,11553	12,18519	14,38755	12,19075	12,6154	8,118941	9,753217	12,92926	7,098032	11,60548	11,16491	10,28077	8,823367	11,38748	12,4971	14,11342	9,179909	13,45738	4,643856	12,36441	9,654636	14,75588	11,79401	9,722808	9,656425	8,787903
COVID19	10,03067	0	2,321928	3	7,727921	0	7,507795	9,571753	12,79157	4,954196	9,768185	6,303781	6,870365	10,56605	6,84549	10,03755	11,30207	1,584962	3,169925	8,985842	7,707359	3,584963	10,45327	4,523562	1	3,169925	14,39218	12,63911	0	3,169925	3,70044	10,84235	4,643856	5,357552	0	11,69566	9,923327	10,27845	12,349	0	5,584962	12,63617	10,07948	9,370687	2,584963	11,21067	8,108524	7,97728	3,459432	6,33985	7	7,507795	4,954196	10,37829	7,539159	13,9359	10,84627	4,523562	0	15,02864	13,30092	4,90689	12,93148	4,087463	6,894818	11,50432	10,87805	13,82714	14,14267	14,41996	6	10,97298	7,357552	4,643856	12,74546	7,330917	4,523562	11,07012	4	7,686501	6,988685	3,906891	4,857981	3,169925	10,38694	10,18735	14,80191	10,21189	14,11545	13,29634	7,033423	13,72035	6,228819	5,954196	3,459432	9,929258	11,8451	5,459432	11,35975	11,80453	9,550747	4,523562	8,087462	7,67948	14,12743	5,044394	14,43743	5,643856	12,2061	10,01402	16,11197	7,546895	10,27845	11,45943	8,422065
COVID19	10,2396	5,209454	2	2,584963	9,525521	0	8,266787	10,14721	13,75833	7	11,0634	9,879583	10,84941	11,90087	9,044394	9,611025	10,62753	4,321928	4,954196	11,4168	8,577429	4,321928	8,693487	5,392317	4,523562	1	14,63015	11,52062	2,321928	4,754888	5,209454	11,21189	6,087463	6,357552	0	11,36796	8,60733	8,891784	13,06036	2,321928	8	12,49785	10,94471	10,29806	3,169925	8,675957	9,139551	9,366323	5,807355	3,906891	7,228819	7,451211	6,78136	10,47269	7,665336	13,41917	11,51619	7,266787	3,169925	13,85954	13,34166	5,90689	11,69566	7,37504	11,783	13,47801	12,36249	13,83684	13,08779	14,3232	7,459432	11,28887	10,44915	9,862638	11,98868	11,03205	8,184875	11,4732	5,285402	8,672425	9,204571	4,087463	3,169925	5,087463	13,38141	11,38694	12,52894	14,37863	13,2454	12,51027	11,46404	12,78668	10,84784	11,80332	8,027906	10,42836	11,44966	6,754888	11,92035	11,8876	10,53625	8,326429	10,67419	10,88188	13,63027	8,816983	14,35191	5,857981	12,90839	10,15102	15,9459	10,68212	10,7211	12,07146	8,839204
COVID19	9,197217	3,169925	1,584962	2,321928	7,693487	0	7,33985	7,707359	13,72334	8,049849	10,27729	10,76072	11,6506	11,47523	8,906891	9,769837	10,88111	2,321928	2,584963	11,68343	8,554589	4,247928	10,34207	6,209454	4,459432	2,584963	12,46531	11,46608	1,584962	1,584962	6,33985	11,14019	5,087463	5,754888	0	11,83723	9,038919	9,129283	11,82058	2,807355	3,169925	11,97549	11,11959	10,15355	3,321928	8,357552	8,813781	9,113742	6	4,584962	7,721099	6,882643	6,643856	8,974415	8,149747	12,44087	10,67419	8,124122	1	12,4916	11,91663	3,584963	10,07548	8,124122	11,97118	9,710807	12,79198	7,754888	12,67154	13,20671	7,721099	10,02237	10,46557	10,15482	10,6961	11,71382	7,948367	10,6865	4,70044	6,954196	7,383704	4,247928	4,584962	5,857981	13,48268	11,45687	11,8638	14,59438	11,25798	12,15102	11,58637	11,02306	11,08945	12,50333	8,507794	10,54013	10,29117	7,199672	11,02445	11,64881	10,32418	7,022368	11,36687	11,00492	12,75217	9,124122	13,19322	5,169925	12,59059	9,413628	15,01262	10,95201	10,37069	9,375039	8,285402
COVID19	10,67331	2	3,169925	0	9,430452	0	7,285402	12,11146	15,03407	6,228819	13,40354	8,294621	9,48784	8,426265	10,08879	7,794416	11,59339	3	1	7,055283	9,226412	4,857981	6,754888	2,321928	4,247928	3,807355	14,50965	12,7121	6,61471	5,392317	5,83289	11,00352	6,882643	8,588715	0	11,58308	11,41785	12,34596	14,4315	1,584962	4,754888	12,79482	12,02825	11,85331	1,584962	9,642052	7,569856	8,592457	4,087463	5,882643	8,262094	5,70044	6,209454	9,710807	7,882643	11,99081	12,06508	7,312883	1	14,44508	15,24756	5,882643	13,93728	4,169925	11,7151	13,9004	8,194757	18,07333	14,80378	14,18898	6,930737	9,142107	9,667111	8,330916	14,65894	8,554589	6,209454	13,96912	4,087463	11,88303	10,05257	3	2,807355	1,584962	14,36119	10,12541	13,67662	13,88216	15,02851	15,15604	16,34508	15,4198	9,41996	14,45153	3,70044	9,867279	10,94251	4,523562	10,44915	10,00422	8,810572	6,97728	11,54786	9,971543	13,73026	8,262094	16,02605	6,90689	11,80453	8,962896	16,22966	11,44035	12,90445	12,97728	10,55938
COVID19	12,15513	4	0	1	8,483816	1,584962	9,823367	12,43697	14,35432	6,672425	12,44812	9,881114	9,459432	10,81618	8,751544	10,11244	12,64183	4,392317	4,087463	13,08098	9,481799	4,90689	5,70044	3,906891	5,357552	1	15,26982	11,9542	2,807355	3,321928	5,209454	13,03187	4	7,400879	2,321928	12,33511	11,51175	8,974415	14,23975	0	3,906891	12,73746	11,58355	8,968667	2	10,19106	8,78136	9,746514	4	5,426265	7,37504	7,918863	7,076816	9,477758	6,954196	12,53065	12,57199	5,672425	5,087463	14,97038	14,14075	6,507795	11,91737	6,507795	10,64836	14,4777	9,442944	16,56507	14,24302	14,91872	6,894818	10,57175	7,851749	8,164907	12,5073	9,558421	6,129283	12,48482	3,807355	10,47776	9,184875	6,918863	4,70044	3,169925	11,27205	10,73217	13,5377	13,42469	13,88331	13,13971	12,12735	12,90463	10,11894	10,66622	6,129283	10,63934	10,95274	7,357552	13,2719	12,72579	9,754888	7,442944	9,06609	9,002815	14,27641	5,83289	15,41752	7,960002	11,39446	9,457381	16,73055	9,377211	12,93277	13,54025	10,6786
